数据ID,用户ID,商品ID,评论时间戳,评论标题,评论内容,评分
TRAIN_860,4437,PRODUCT_404,1369497600,差评，需要改进,使用效果不如预期。 购买后使用了4天，整体感觉,2
TRAIN_861,2921,PRODUCT_331,1324483200,差评，需要改进,客服回应慢，解决问题效率低。 购买后使用了1天，整体感觉,1
TRAIN_862,3188,PRODUCT_217,1374940800,中评，一般般,没什么特别感觉。 购买后使用了21天，整体感觉,3
TRAIN_863,3022,PRODUCT_44,1305648000,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了10天，整体感觉,5
TRAIN_864,4905,PRODUCT_511,1311782400,好评！推荐购买,颜色正，尺寸合适。 购买后使用了6天，整体感觉,5
TRAIN_865,2063,PRODUCT_982,1310572800,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了22天，整体感觉,4
TRAIN_866,1088,PRODUCT_340,1324828800,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了28天，整体感觉,4
TRAIN_867,3949,PRODUCT_69,1353081600,差评，需要改进,颜色偏差大，尺寸不合适。 购买后使用了15天，整体感觉,1
TRAIN_868,3132,PRODUCT_523,1334937600,好评！推荐购买,质量很好，非常满意！ 购买后使用了8天，整体感觉,4
TRAIN_869,173,PRODUCT_631,1315756800,中评，一般般,基本满足需求。 购买后使用了25天，整体感觉,3
TRAIN_870,1995,PRODUCT_634,1307808000,差评，需要改进,客服回应慢，解决问题效率低。 购买后使用了16天，整体感觉,2
TRAIN_871,2429,PRODUCT_206,1320595200,好评！推荐购买,质量很好，非常满意！ 购买后使用了8天，整体感觉,4
TRAIN_872,4899,PRODUCT_968,1372262400,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了5天，整体感觉,5
TRAIN_873,2278,PRODUCT_325,1300809600,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了21天，整体感觉,4
TRAIN_874,2363,PRODUCT_768,1297958400,中评，一般般,就是普通的产品。 购买后使用了11天，整体感觉,3
TRAIN_875,1984,PRODUCT_210,1389196800,差评，需要改进,使用效果不如预期。 购买后使用了26天，整体感觉,2
TRAIN_876,1822,PRODUCT_622,1361289600,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了15天，整体感觉,4
TRAIN_877,49,PRODUCT_66,1380729600,差评，需要改进,使用效果不如预期。 购买后使用了2天，整体感觉,2
TRAIN_878,1159,PRODUCT_960,1329926400,差评，需要改进,价格偏高，性价比不高。 购买后使用了19天，整体感觉,2
TRAIN_879,4496,PRODUCT_851,1329926400,中评，一般般,一般般，没什么特别。 购买后使用了14天，整体感觉,3
TRAIN_880,3826,PRODUCT_318,1322841600,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了14天，整体感觉,5
TRAIN_881,1445,PRODUCT_620,1337788800,中评，一般般,还算满意吧。 购买后使用了15天，整体感觉,3
TRAIN_882,1649,PRODUCT_278,1378915200,差评，需要改进,客服回应慢，解决问题效率低。 购买后使用了13天，整体感觉,2
TRAIN_883,3094,PRODUCT_171,1377100800,好评！推荐购买,续航能力强，很实用。 购买后使用了20天，整体感觉,4
TRAIN_884,3550,PRODUCT_778,1321372800,好评！推荐购买,操作简单，容易上手。 购买后使用了1天，整体感觉,5
TRAIN_885,3124,PRODUCT_437,1308499200,好评！推荐购买,正品保证，值得信赖。 购买后使用了20天，整体感觉,5
TRAIN_886,4400,PRODUCT_156,1391616000,好评！推荐购买,正品保证，值得信赖。 购买后使用了13天，整体感觉,5
TRAIN_887,3798,PRODUCT_313,1373990400,中评，一般般,普通使用没问题。 购买后使用了20天，整体感觉,3
TRAIN_888,3939,PRODUCT_73,1352736000,差评，需要改进,操作复杂，不容易上手。 购买后使用了7天，整体感觉,2
TRAIN_889,1267,PRODUCT_938,1327334400,差评，需要改进,续航能力差，需要改进。 购买后使用了24天，整体感觉,1
TRAIN_890,3065,PRODUCT_503,1365350400,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了24天，整体感觉,5
TRAIN_891,3056,PRODUCT_393,1380384000,中评，一般般,还算满意吧。 购买后使用了3天，整体感觉,3
TRAIN_892,3348,PRODUCT_906,1300636800,好评！推荐购买,物流很快，包装完好。 购买后使用了13天，整体感觉,5
TRAIN_893,4633,PRODUCT_166,1328112000,好评！推荐购买,正品保证，值得信赖。 购买后使用了25天，整体感觉,5
TRAIN_894,2855,PRODUCT_521,1380211200,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了23天，整体感觉,4
TRAIN_895,472,PRODUCT_666,1361980800,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了8天，整体感觉,5
TRAIN_896,3913,PRODUCT_35,1357747200,好评！推荐购买,质量很好，非常满意！ 购买后使用了23天，整体感觉,4
TRAIN_897,1211,PRODUCT_267,1374336000,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了9天，整体感觉,5
TRAIN_898,2026,PRODUCT_616,1396108800,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了1天，整体感觉,5
TRAIN_899,956,PRODUCT_789,1310140800,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了13天，整体感觉,4
TRAIN_900,4801,PRODUCT_997,1307980800,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了29天，整体感觉,4
TRAIN_901,3464,PRODUCT_169,1369324800,中评，一般般,没什么特别感觉。 购买后使用了17天，整体感觉,3
TRAIN_902,4367,PRODUCT_674,1361462400,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了25天，整体感觉,4
TRAIN_903,728,PRODUCT_111,1395072000,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了27天，整体感觉,5
TRAIN_904,1169,PRODUCT_275,1330876800,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了23天，整体感觉,5
TRAIN_905,2523,PRODUCT_6,1323532800,好评！推荐购买,质量很好，非常满意！ 购买后使用了4天，整体感觉,5
TRAIN_906,572,PRODUCT_792,1367683200,好评！推荐购买,正品保证，值得信赖。 购买后使用了24天，整体感觉,4
TRAIN_907,3530,PRODUCT_174,1325001600,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了7天，整体感觉,4
TRAIN_908,3985,PRODUCT_186,1382716800,好评！推荐购买,操作简单，容易上手。 购买后使用了19天，整体感觉,5
TRAIN_909,1741,PRODUCT_190,1329321600,差评，需要改进,价格偏高，性价比不高。 购买后使用了26天，整体感觉,2
TRAIN_910,1571,PRODUCT_265,1366128000,好评！推荐购买,颜色正，尺寸合适。 购买后使用了4天，整体感觉,4
TRAIN_911,1360,PRODUCT_81,1345651200,差评，需要改进,物流太慢，等了很久。 购买后使用了9天，整体感觉,2
TRAIN_912,526,PRODUCT_350,1298995200,好评！推荐购买,操作简单，容易上手。 购买后使用了16天，整体感觉,4
TRAIN_913,825,PRODUCT_9,1304611200,中评，一般般,还可以，中规中矩。 购买后使用了22天，整体感觉,3
TRAIN_914,4771,PRODUCT_808,1301155200,差评，需要改进,续航能力差，需要改进。 购买后使用了26天，整体感觉,2
TRAIN_915,59,PRODUCT_384,1385827200,好评！推荐购买,正品保证，值得信赖。 购买后使用了30天，整体感觉,5
TRAIN_916,3980,PRODUCT_484,1353427200,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了12天，整体感觉,4
TRAIN_917,2810,PRODUCT_322,1336147200,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了13天，整体感觉,5
TRAIN_918,468,PRODUCT_998,1356796800,好评！推荐购买,物流很快，包装完好。 购买后使用了1天，整体感觉,5
TRAIN_919,3743,PRODUCT_891,1364832000,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了1天，整体感觉,5
TRAIN_920,4930,PRODUCT_125,1387641600,中评，一般般,正常水平，可以接受。 购买后使用了12天，整体感觉,3
TRAIN_921,3702,PRODUCT_633,1377878400,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了1天，整体感觉,4
TRAIN_922,2639,PRODUCT_17,1357488000,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了22天，整体感觉,5
TRAIN_923,3639,PRODUCT_239,1379520000,好评！推荐购买,颜色正，尺寸合适。 购买后使用了26天，整体感觉,4
TRAIN_924,666,PRODUCT_356,1369497600,好评！推荐购买,操作简单，容易上手。 购买后使用了22天，整体感觉,5
TRAIN_925,822,PRODUCT_751,1361894400,中评，一般般,正常水平，可以接受。 购买后使用了23天，整体感觉,3
TRAIN_926,1172,PRODUCT_890,1385827200,好评！推荐购买,续航能力强，很实用。 购买后使用了2天，整体感觉,5
TRAIN_927,1047,PRODUCT_509,1309190400,中评，一般般,普通使用没问题。 购买后使用了28天，整体感觉,3
TRAIN_928,3824,PRODUCT_172,1372694400,好评！推荐购买,操作简单，容易上手。 购买后使用了22天，整体感觉,5
TRAIN_929,4429,PRODUCT_246,1336838400,中评，一般般,一般般，没什么特别。 购买后使用了4天，整体感觉,3
TRAIN_930,3562,PRODUCT_732,1298908800,中评，一般般,就是普通的产品。 购买后使用了29天，整体感觉,3
TRAIN_931,3141,PRODUCT_784,1343404800,中评，一般般,没什么特别感觉。 购买后使用了22天，整体感觉,3
TRAIN_932,3901,PRODUCT_974,1315584000,好评！推荐购买,续航能力强，很实用。 购买后使用了21天，整体感觉,5
TRAIN_933,4030,PRODUCT_92,1352649600,好评！推荐购买,颜色正，尺寸合适。 购买后使用了25天，整体感觉,5
TRAIN_934,4920,PRODUCT_66,1354464000,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了21天，整体感觉,4
TRAIN_935,4603,PRODUCT_989,1371052800,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了9天，整体感觉,5
TRAIN_936,947,PRODUCT_297,1309276800,差评，需要改进,客服回应慢，解决问题效率低。 购买后使用了24天，整体感觉,2
TRAIN_937,4851,PRODUCT_959,1327075200,好评！推荐购买,物流很快，包装完好。 购买后使用了19天，整体感觉,5
TRAIN_938,3012,PRODUCT_130,1349193600,好评！推荐购买,颜色正，尺寸合适。 购买后使用了24天，整体感觉,5
TRAIN_939,13,PRODUCT_318,1304697600,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了28天，整体感觉,4
TRAIN_940,3179,PRODUCT_433,1350316800,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了17天，整体感觉,5
TRAIN_941,4928,PRODUCT_604,1333036800,差评，需要改进,质量一般，有点失望。 购买后使用了18天，整体感觉,2
TRAIN_942,3773,PRODUCT_323,1319385600,好评！推荐购买,正品保证，值得信赖。 购买后使用了27天，整体感觉,5
TRAIN_943,1793,PRODUCT_511,1374422400,差评，需要改进,疑似假货，需要验证。 购买后使用了5天，整体感觉,2
TRAIN_944,281,PRODUCT_613,1350403200,中评，一般般,一般般，没什么特别。 购买后使用了9天，整体感觉,3
TRAIN_945,4701,PRODUCT_489,1331913600,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了2天，整体感觉,4
TRAIN_946,2729,PRODUCT_156,1331049600,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了23天，整体感觉,5
TRAIN_947,430,PRODUCT_945,1325433600,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了10天，整体感觉,5
TRAIN_948,1304,PRODUCT_22,1390752000,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了22天，整体感觉,4
TRAIN_949,3878,PRODUCT_356,1363017600,好评！推荐购买,续航能力强，很实用。 购买后使用了24天，整体感觉,4
TRAIN_950,2318,PRODUCT_289,1328284800,好评！推荐购买,续航能力强，很实用。 购买后使用了13天，整体感觉,5
TRAIN_951,797,PRODUCT_134,1351008000,好评！推荐购买,颜色正，尺寸合适。 购买后使用了28天，整体感觉,5
TRAIN_952,443,PRODUCT_870,1347552000,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了19天，整体感觉,4
TRAIN_953,1126,PRODUCT_452,1379174400,中评，一般般,符合预期，没什么惊喜。 购买后使用了7天，整体感觉,3
TRAIN_954,1786,PRODUCT_823,1328371200,好评！推荐购买,质量很好，非常满意！ 购买后使用了12天，整体感觉,5
TRAIN_955,4715,PRODUCT_104,1319904000,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了22天，整体感觉,4
TRAIN_956,1378,PRODUCT_948,1303747200,差评，需要改进,操作复杂，不容易上手。 购买后使用了6天，整体感觉,2
TRAIN_957,429,PRODUCT_120,1384963200,好评！推荐购买,颜色正，尺寸合适。 购买后使用了14天，整体感觉,5
TRAIN_958,1217,PRODUCT_642,1365264000,中评，一般般,一般般，没什么特别。 购买后使用了8天，整体感觉,3
TRAIN_959,3249,PRODUCT_500,1347292800,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了21天，整体感觉,5
TRAIN_960,3075,PRODUCT_794,1309622400,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了9天，整体感觉,5
TRAIN_961,3646,PRODUCT_376,1295798400,差评，需要改进,物流太慢，等了很久。 购买后使用了4天，整体感觉,2
TRAIN_962,4007,PRODUCT_656,1383926400,中评，一般般,还算满意吧。 购买后使用了19天，整体感觉,3
TRAIN_963,4690,PRODUCT_491,1342195200,好评！推荐购买,物流很快，包装完好。 购买后使用了26天，整体感觉,5
TRAIN_964,4856,PRODUCT_185,1361721600,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了10天，整体感觉,4
TRAIN_965,4681,PRODUCT_128,1311350400,中评，一般般,普通使用没问题。 购买后使用了6天，整体感觉,3
TRAIN_966,3320,PRODUCT_832,1297267200,好评！推荐购买,续航能力强，很实用。 购买后使用了26天，整体感觉,4
TRAIN_967,4342,PRODUCT_500,1305043200,好评！推荐购买,颜色正，尺寸合适。 购买后使用了18天，整体感觉,4
TRAIN_968,1016,PRODUCT_771,1330444800,好评！推荐购买,物流很快，包装完好。 购买后使用了6天，整体感觉,5
TRAIN_969,4907,PRODUCT_711,1325606400,差评，需要改进,操作复杂，不容易上手。 购买后使用了26天，整体感觉,1
TRAIN_970,2574,PRODUCT_125,1300723200,差评，需要改进,使用效果不如预期。 购买后使用了21天，整体感觉,2
TRAIN_971,1320,PRODUCT_89,1393257600,中评，一般般,还可以，中规中矩。 购买后使用了3天，整体感觉,3
TRAIN_972,1021,PRODUCT_518,1346601600,好评！推荐购买,续航能力强，很实用。 购买后使用了6天，整体感觉,4
TRAIN_973,3465,PRODUCT_967,1293811200,中评，一般般,还可以，中规中矩。 购买后使用了17天，整体感觉,3
TRAIN_974,2403,PRODUCT_674,1388246400,好评！推荐购买,颜色正，尺寸合适。 购买后使用了16天，整体感觉,4
TRAIN_975,2563,PRODUCT_535,1356105600,好评！推荐购买,续航能力强，很实用。 购买后使用了7天，整体感觉,4
TRAIN_976,811,PRODUCT_678,1301673600,中评，一般般,正常水平，可以接受。 购买后使用了5天，整体感觉,3
TRAIN_977,2455,PRODUCT_876,1331827200,好评！推荐购买,颜色正，尺寸合适。 购买后使用了18天，整体感觉,5
TRAIN_978,1769,PRODUCT_605,1357315200,中评，一般般,还算满意吧。 购买后使用了14天，整体感觉,3
TRAIN_979,609,PRODUCT_563,1338912000,中评，一般般,符合预期，没什么惊喜。 购买后使用了13天，整体感觉,3
TRAIN_980,3736,PRODUCT_85,1338739200,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了18天，整体感觉,5
TRAIN_981,1669,PRODUCT_72,1341417600,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了23天，整体感觉,5
TRAIN_982,3048,PRODUCT_577,1384272000,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了27天，整体感觉,4
TRAIN_983,1257,PRODUCT_323,1370534400,好评！推荐购买,颜色正，尺寸合适。 购买后使用了8天，整体感觉,4
TRAIN_984,635,PRODUCT_276,1315843200,好评！推荐购买,续航能力强，很实用。 购买后使用了14天，整体感觉,4
TRAIN_985,540,PRODUCT_337,1309536000,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了25天，整体感觉,4
TRAIN_986,2238,PRODUCT_149,1333728000,中评，一般般,一般般，没什么特别。 购买后使用了13天，整体感觉,3
TRAIN_987,1820,PRODUCT_387,1312387200,好评！推荐购买,物流很快，包装完好。 购买后使用了6天，整体感觉,5
TRAIN_988,4312,PRODUCT_745,1347984000,好评！推荐购买,操作简单，容易上手。 购买后使用了4天，整体感觉,4
TRAIN_989,4333,PRODUCT_357,1394985600,好评！推荐购买,续航能力强，很实用。 购买后使用了9天，整体感觉,5
TRAIN_990,4976,PRODUCT_101,1302278400,中评，一般般,基本满足需求。 购买后使用了6天，整体感觉,3
TRAIN_991,2827,PRODUCT_825,1387814400,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了16天，整体感觉,4
TRAIN_992,4852,PRODUCT_130,1339603200,差评，需要改进,续航能力差，需要改进。 购买后使用了23天，整体感觉,1
TRAIN_993,1273,PRODUCT_673,1316102400,差评，需要改进,颜色偏差大，尺寸不合适。 购买后使用了24天，整体感觉,2
TRAIN_994,2190,PRODUCT_54,1359302400,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了22天，整体感觉,5
TRAIN_995,4986,PRODUCT_428,1374768000,中评，一般般,就是普通的产品。 购买后使用了26天，整体感觉,3
TRAIN_996,3839,PRODUCT_514,1344528000,中评，一般般,基本满足需求。 购买后使用了17天，整体感觉,3
TRAIN_997,1874,PRODUCT_312,1309190400,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了25天，整体感觉,5
TRAIN_998,2561,PRODUCT_865,1309708800,好评！推荐购买,物流很快，包装完好。 购买后使用了24天，整体感觉,4
TRAIN_999,1966,PRODUCT_967,1310313600,中评，一般般,还可以，中规中矩。 购买后使用了3天，整体感觉,3
TRAIN_1000,2341,PRODUCT_567,1380988800,好评！推荐购买,质量很好，非常满意！ 购买后使用了14天，整体感觉,5
TRAIN_1001,4167,PRODUCT_954,1317916800,好评！推荐购买,续航能力强，很实用。 购买后使用了22天，整体感觉,4
TRAIN_1002,4361,PRODUCT_714,1315843200,好评！推荐购买,颜色正，尺寸合适。 购买后使用了7天，整体感觉,4
TRAIN_1003,59,PRODUCT_731,1368979200,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了8天，整体感觉,5
TRAIN_1004,4326,PRODUCT_700,1301241600,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了22天，整体感觉,4
TRAIN_1005,4288,PRODUCT_925,1333555200,中评，一般般,就是普通的产品。 购买后使用了27天，整体感觉,3
TRAIN_1006,1092,PRODUCT_526,1356278400,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了16天，整体感觉,5
TRAIN_1007,3105,PRODUCT_174,1359820800,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了30天，整体感觉,5
TRAIN_1008,2046,PRODUCT_851,1389196800,好评！推荐购买,物流很快，包装完好。 购买后使用了10天，整体感觉,5
TRAIN_1009,2450,PRODUCT_494,1345737600,中评，一般般,还可以，中规中矩。 购买后使用了24天，整体感觉,3
TRAIN_1010,4659,PRODUCT_403,1332259200,好评！推荐购买,续航能力强，很实用。 购买后使用了27天，整体感觉,5
TRAIN_1011,290,PRODUCT_957,1375718400,好评！推荐购买,操作简单，容易上手。 购买后使用了2天，整体感觉,5
TRAIN_1012,2914,PRODUCT_6,1375200000,中评，一般般,就是普通的产品。 购买后使用了4天，整体感觉,3
TRAIN_1013,42,PRODUCT_358,1326729600,好评！推荐购买,质量很好，非常满意！ 购买后使用了4天，整体感觉,4
TRAIN_1014,3529,PRODUCT_503,1328716800,差评，需要改进,续航能力差，需要改进。 购买后使用了29天，整体感觉,2
TRAIN_1015,1259,PRODUCT_420,1315670400,好评！推荐购买,质量很好，非常满意！ 购买后使用了5天，整体感觉,5
TRAIN_1016,2049,PRODUCT_231,1377014400,好评！推荐购买,正品保证，值得信赖。 购买后使用了12天，整体感觉,4
TRAIN_1017,3508,PRODUCT_913,1326038400,好评！推荐购买,正品保证，值得信赖。 购买后使用了4天，整体感觉,4
TRAIN_1018,3592,PRODUCT_672,1371484800,中评，一般般,就是普通的产品。 购买后使用了24天，整体感觉,3
TRAIN_1019,3555,PRODUCT_5,1357315200,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了4天，整体感觉,5
TRAIN_1020,1552,PRODUCT_291,1300896000,差评，需要改进,外观有瑕疵，不满意。 购买后使用了24天，整体感觉,2
TRAIN_1021,2713,PRODUCT_922,1299340800,中评，一般般,正常水平，可以接受。 购买后使用了16天，整体感觉,3
TRAIN_1022,2177,PRODUCT_121,1368288000,好评！推荐购买,操作简单，容易上手。 购买后使用了26天，整体感觉,4
TRAIN_1023,1043,PRODUCT_332,1364486400,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了5天，整体感觉,4
TRAIN_1024,898,PRODUCT_980,1312819200,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了5天，整体感觉,5
TRAIN_1025,2819,PRODUCT_512,1296144000,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了2天，整体感觉,5
TRAIN_1026,2802,PRODUCT_439,1295193600,好评！推荐购买,正品保证，值得信赖。 购买后使用了10天，整体感觉,4
TRAIN_1027,3980,PRODUCT_84,1369670400,中评，一般般,符合预期，没什么惊喜。 购买后使用了24天，整体感觉,3
TRAIN_1028,4188,PRODUCT_191,1337875200,中评，一般般,一般般，没什么特别。 购买后使用了28天，整体感觉,3
TRAIN_1029,2158,PRODUCT_717,1337529600,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了7天，整体感觉,5
TRAIN_1030,3882,PRODUCT_723,1312041600,好评！推荐购买,续航能力强，很实用。 购买后使用了20天，整体感觉,5
TRAIN_1031,1484,PRODUCT_193,1320076800,中评，一般般,符合预期，没什么惊喜。 购买后使用了13天，整体感觉,3
TRAIN_1032,314,PRODUCT_280,1327766400,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了1天，整体感觉,5
TRAIN_1033,1635,PRODUCT_93,1302796800,好评！推荐购买,续航能力强，很实用。 购买后使用了10天，整体感觉,4
TRAIN_1034,1895,PRODUCT_227,1353254400,好评！推荐购买,质量很好，非常满意！ 购买后使用了17天，整体感觉,4
TRAIN_1035,3498,PRODUCT_659,1302883200,中评，一般般,没什么特别感觉。 购买后使用了12天，整体感觉,3
TRAIN_1036,2298,PRODUCT_965,1355846400,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了11天，整体感觉,5
TRAIN_1037,389,PRODUCT_186,1300982400,差评，需要改进,客服回应慢，解决问题效率低。 购买后使用了7天，整体感觉,1
TRAIN_1038,2337,PRODUCT_483,1343318400,好评！推荐购买,物流很快，包装完好。 购买后使用了14天，整体感觉,5
TRAIN_1039,1514,PRODUCT_258,1380729600,好评！推荐购买,正品保证，值得信赖。 购买后使用了4天，整体感觉,4
TRAIN_1040,793,PRODUCT_685,1296144000,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了11天，整体感觉,5
TRAIN_1041,2953,PRODUCT_759,1357747200,好评！推荐购买,颜色正，尺寸合适。 购买后使用了17天，整体感觉,5
TRAIN_1042,4953,PRODUCT_380,1335888000,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了19天，整体感觉,5
TRAIN_1043,3146,PRODUCT_89,1312560000,差评，需要改进,颜色偏差大，尺寸不合适。 购买后使用了4天，整体感觉,2
TRAIN_1044,336,PRODUCT_600,1327507200,中评，一般般,没什么大问题。 购买后使用了30天，整体感觉,3
TRAIN_1045,808,PRODUCT_76,1390492800,好评！推荐购买,正品保证，值得信赖。 购买后使用了24天，整体感觉,4
TRAIN_1046,3884,PRODUCT_779,1329494400,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了2天，整体感觉,4
TRAIN_1047,1047,PRODUCT_196,1367769600,好评！推荐购买,正品保证，值得信赖。 购买后使用了29天，整体感觉,4
TRAIN_1048,4590,PRODUCT_998,1355241600,好评！推荐购买,操作简单，容易上手。 购买后使用了21天，整体感觉,5
TRAIN_1049,961,PRODUCT_932,1370966400,差评，需要改进,外观有瑕疵，不满意。 购买后使用了17天，整体感觉,2
TRAIN_1050,4127,PRODUCT_809,1297612800,中评，一般般,没什么特别感觉。 购买后使用了23天，整体感觉,3
TRAIN_1051,1056,PRODUCT_296,1301846400,好评！推荐购买,质量很好，非常满意！ 购买后使用了26天，整体感觉,5
TRAIN_1052,1558,PRODUCT_758,1364140800,好评！推荐购买,续航能力强，很实用。 购买后使用了28天，整体感觉,4
TRAIN_1053,4206,PRODUCT_994,1307030400,中评，一般般,普通使用没问题。 购买后使用了13天，整体感觉,3
TRAIN_1054,4607,PRODUCT_798,1362844800,好评！推荐购买,正品保证，值得信赖。 购买后使用了7天，整体感觉,4
TRAIN_1055,1507,PRODUCT_3,1322064000,好评！推荐购买,颜色正，尺寸合适。 购买后使用了23天，整体感觉,4
TRAIN_1056,72,PRODUCT_900,1384531200,好评！推荐购买,续航能力强，很实用。 购买后使用了9天，整体感觉,4
TRAIN_1057,2485,PRODUCT_872,1332777600,中评，一般般,没什么特别感觉。 购买后使用了18天，整体感觉,3
TRAIN_1058,975,PRODUCT_175,1333382400,差评，需要改进,使用效果不如预期。 购买后使用了10天，整体感觉,1
TRAIN_1059,320,PRODUCT_654,1319990400,好评！推荐购买,正品保证，值得信赖。 购买后使用了30天，整体感觉,5
TRAIN_1060,1089,PRODUCT_276,1302883200,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了27天，整体感觉,4
TRAIN_1061,1720,PRODUCT_547,1314288000,差评，需要改进,客服回应慢，解决问题效率低。 购买后使用了21天，整体感觉,1
TRAIN_1062,4957,PRODUCT_995,1359043200,中评，一般般,普通使用没问题。 购买后使用了9天，整体感觉,3
TRAIN_1063,1094,PRODUCT_418,1345910400,中评，一般般,还可以，中规中矩。 购买后使用了21天，整体感觉,3
TRAIN_1064,85,PRODUCT_843,1356710400,中评，一般般,没什么特别感觉。 购买后使用了6天，整体感觉,3
TRAIN_1065,2097,PRODUCT_994,1296576000,好评！推荐购买,颜色正，尺寸合适。 购买后使用了4天，整体感觉,4
TRAIN_1066,3129,PRODUCT_968,1339344000,好评！推荐购买,颜色正，尺寸合适。 购买后使用了18天，整体感觉,5
TRAIN_1067,1688,PRODUCT_836,1372003200,中评，一般般,没什么特别感觉。 购买后使用了7天，整体感觉,3
TRAIN_1068,4764,PRODUCT_644,1363708800,中评，一般般,正常水平，可以接受。 购买后使用了24天，整体感觉,3
TRAIN_1069,3554,PRODUCT_377,1319990400,好评！推荐购买,物流很快，包装完好。 购买后使用了16天，整体感觉,5
TRAIN_1070,1486,PRODUCT_470,1326470400,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了7天，整体感觉,5
TRAIN_1071,4666,PRODUCT_502,1325692800,好评！推荐购买,质量很好，非常满意！ 购买后使用了10天，整体感觉,4
TRAIN_1072,1334,PRODUCT_906,1325174400,好评！推荐购买,颜色正，尺寸合适。 购买后使用了7天，整体感觉,5
TRAIN_1073,568,PRODUCT_146,1306512000,好评！推荐购买,操作简单，容易上手。 购买后使用了30天，整体感觉,4
TRAIN_1074,3297,PRODUCT_102,1386950400,差评，需要改进,质量一般，有点失望。 购买后使用了20天，整体感觉,2
TRAIN_1075,816,PRODUCT_386,1361721600,差评，需要改进,质量一般，有点失望。 购买后使用了25天，整体感觉,1
TRAIN_1076,358,PRODUCT_135,1337702400,好评！推荐购买,正品保证，值得信赖。 购买后使用了5天，整体感觉,5
TRAIN_1077,4912,PRODUCT_13,1295452800,好评！推荐购买,物流很快，包装完好。 购买后使用了18天，整体感觉,5
TRAIN_1078,2772,PRODUCT_873,1308844800,中评，一般般,没什么大问题。 购买后使用了25天，整体感觉,3
TRAIN_1079,4610,PRODUCT_913,1372348800,好评！推荐购买,正品保证，值得信赖。 购买后使用了11天，整体感觉,5
TRAIN_1080,3923,PRODUCT_158,1336924800,差评，需要改进,疑似假货，需要验证。 购买后使用了21天，整体感觉,2
TRAIN_1081,4453,PRODUCT_126,1297526400,好评！推荐购买,物流很快，包装完好。 购买后使用了18天，整体感觉,5
